	MS28F1_sample2	MS28F1_sample3	MS28F1_sample4	MS28F1_sample5	MS28F1_sample6	MS28F1_sample7	MS28F1_sample8	MS28F1_sample9	MS28F1_sample11	MS28F1_sample14
mmu_piR_006563|gb|DQ561416|Mus_musculus:4:116687907:116687936:Plus	31	11	13	8	16	8	3	59	29	17
mmu_piR_017645|gb|DQ697358|Mus_musculus:11:107811898:107811929:Plus	30.5	31.5	29	26	28	26	36	16.5	30.5	21
mmu_piR_036984|gb|DQ725487|Mus_musculus:6:127766291:127766321:Plus	29.5	32.5	19.5	26.5	25.5	22	42	14.5	31.5	23
mmu_piR_014928|gb|DQ693349|Mus_musculus:4:61708586:61708616:Minus	29	23	39	31	31	19	40	9	36	20
mmu_piR_012747|gb|DQ690064|Mus_musculus:18:67165557:67165587:Minus	29	17.5	33	49	33.5	32	45.5	17	21.5	14.5
mmu_piR_020107|gb|DQ701004|Mus_musculus:9:54036807:54036837:Minus	28	24	28	30	29.5	32.5	38.5	21.5	43.5	21.5
mmu_piR_016875|gb|DQ696225|Mus_musculus:6:127766292:127766320:Plus	26.5	28.5	19.5	23.5	24.5	21	34	13.5	27.5	22
mmu_piR_009321|gb|DQ684704|Mus_musculus:7:72988380:72988411:Plus	26	12	20	27	27	21	18	18	20	17
mmu_piR_006642|gb|DQ561646|Mus_musculus:12:98801675:98801702:Minus	23	19	31.5	33.5	25.5	25.5	51.5	21	19	20
mmu_piR_002142|gb|DQ545444|Mus_musculus:11:69166653:69166679:Minus	23	14	16	14	25	25	9	63	49	46
mmu_piR_018323|gb|DQ698371|Mus_musculus:6:145890159:145890184:Minus	23	12	40	24	19	30	35	20	11	15
mmu_piR_019688|gb|DQ700370|Mus_musculus:7:73698505:73698535:Plus	22.5	14	19	32	19	17.5	23	17	31.5	17.5
mmu_piR_024062|gb|DQ706787|Mus_musculus:9:67535125:67535154:Plus	22.5	12	13	18.5	13	11	24.5	10.5	21.5	10
mmu_piR_022877|gb|DQ705026|Mus_musculus:16:23024323:23024351:Plus	22	9	12	20	24	31	11	24	12	26
mmu_piR_002945|gb|DQ548138|Mus_musculus:18:10151086:10151112:Minus	22	7	6	4	10	3	4	25	16	13
mmu_piR_019839|gb|DQ700597|Mus_musculus:7:52779922:52779952:Plus	20	13	16	19	12	5	9	9	13	6
mmu_piR_010508|gb|DQ686633|Mus_musculus:7:72994541:72994570:Plus	19	7	10	16	15	9	13	10	25	9
mmu_piR_000331|gb|DQ540338|Mus_musculus:7:73698506:73698534:Plus	18.5	10	17	28	17	14.5	22	16	20.5	12.5
mmu_piR_014384|gb|DQ692548|Mus_musculus:10:62060588:62060619:Plus	18	4	14	19	14	7	12	7	9	10
mmu_piR_013474|gb|DQ691186|Mus_musculus:6:127783368:127783397:Plus	18	16	25	27	19	10	20	20	23	16
mmu_piR_009999|gb|DQ685819|Mus_musculus:9:67533625:67533654:Plus	18	14	13	14	14	10	16	9	19	9
mmu_piR_015279|gb|DQ693854|Mus_musculus:17:27036593:27036623:Minus	17.5	17	22	16	5	12	9	9	22	10.5
mmu_piR_012765|gb|DQ690091|Mus_musculus:17:27045983:27046011:Minus	17.0833333333333	11.3333333333333	14.5833333333333	5.25	7.08333333333333	3.5	18.25	11.3333333333333	16.75	10.5
mmu_piR_032774|gb|DQ719300|Mus_musculus:1:94825763:94825788:Minus	17	8	15	18	11	15	29	5	20	10
mmu_piR_000705|gb|DQ541249|Mus_musculus:7:99356985:99357015:Minus	17	6	13	8	14	12	5	29	28	19
mmu_piR_026716|gb|DQ710615|Mus_musculus:6:85078536:85078565:Minus	16	11	16	15	6	12	26	10	11	6
mmu_piR_008885|gb|DQ568757|Mus_musculus:5:113581705:113581734:Plus	16	16	13.5	21	24	14	22	11	29	13
mmu_piR_017068|gb|DQ696500|Mus_musculus:14:22927947:22927976:Plus	15.5	2	19	15	7	11.5	21.5	8	8	6
mmu_piR_010485|gb|DQ686587|Mus_musculus:5:150091886:150091916:Minus	15.1666666666667	7.16666666666667	9.33333333333333	15	9	12.8333333333333	10.3333333333333	6.5	11.6666666666667	13.8333333333333
mmu_piR_008441|gb|DQ567458|Mus_musculus:5:113570407:113570438:Minus	15	7	14	7	12	11	29	15	14	14
mmu_piR_022976|gb|DQ705173|Mus_musculus:6:127760368:127760398:Minus	15	9	18	15	21	16	32	16	25	17
mmu_piR_012537|gb|DQ689744|Mus_musculus:18:67177993:67178022:Minus	14.5	10.25	5.75	16	11	19.75	9.83333333333333	7.66666666666667	3	12.3333333333333
mmu_piR_000714|gb|DQ541265|Mus_musculus:6:127764818:127764847:Plus	14.25	14.3333333333333	16.25	13.3333333333333	13.5	16.6666666666667	20.75	10.0833333333333	11.1666666666667	6.83333333333333
mmu_piR_023970|gb|DQ706645|Mus_musculus:6:127764819:127764848:Plus	14.25	14.3333333333333	15.75	13.3333333333333	12.5	16.6666666666667	18.75	10.4166666666667	11.1666666666667	6.83333333333333
mmu_piR_000267|gb|DQ540175|Mus_musculus:11:116490691:116490722:Plus	14	2	2	1	3	4	1	6	5	6
mmu_piR_034639|gb|DQ722069|Mus_musculus:2:92379706:92379736:Plus	14	7	5	14	12	6	18	8	15	7
mmu_piR_018683|gb|DQ698908|Mus_musculus:17:27085006:27085035:Plus	14	8	19.5	23	18	21.5	32.5	11.5	12.5	9.5
mmu_piR_007137|gb|DQ562888|Mus_musculus:15:74467288:74467319:Plus	14	16	9	9	14	6	11	7	14	13
mmu_piR_039614|gb|piRNA_3569|Mus_musculus:9:67533996:67534026:Plus	14	9	16	17	22	16	25	2	6	9
mmu_piR_020492|gb|DQ701563|Mus_musculus:11:108827972:108827997:Minus	14	16	7	3	17	14	19	11	18	9
mmu_piR_014291|gb|DQ692420|Mus_musculus:5:150073858:150073888:Minus	14	3	8.5	10	7.5	7.5	20.5	7	9	7
mmu_piR_032792|gb|DQ719329|Mus_musculus:9:54036808:54036836:Minus	14	9	8	12	11.5	15.5	18.5	10.5	14.5	7.5
mmu_piR_020578|gb|DQ701695|Mus_musculus:9:67535121:67535150:Plus	13.5	9	9	11.5	12	11	21.5	7.5	17.5	9
mmu_piR_025007|gb|DQ708131|Mus_musculus:19:8791079:8791105:Plus	13	4	7	11	10	15	6	11	11	26
mmu_piR_000320|gb|DQ540310|Mus_musculus:8:113012140:113012169:Plus	13	7	7	7	5	8	14	11	12	6
mmu_piR_014874|gb|DQ693275|Mus_musculus:10:66092702:66092731:Minus	13	17	8	15	12	6	19	6	15	13
mmu_piR_037714|gb|DQ726527|Mus_musculus:15:83184012:83184040:Minus	13	15	13.8333333333333	15	11	11	15	14	21.5	11.5
mmu_piR_020885|gb|DQ702146|Mus_musculus:15:74467319:74467348:Plus	12.5	3.5	11	11	7	11	15.5	7.5	4.5	4
mmu_piR_015400|gb|DQ694032|Mus_musculus:15:74467320:74467350:Plus	12.5	3.5	11	11	7	11	15.5	7.5	4.5	4
mmu_piR_026822|gb|DQ710774|Mus_musculus:5:150092181:150092211:Minus	12.5	9	4.5	10.5	11.5	12.5	12.5	7.33333333333333	14	6.5
mmu_piR_008108|gb|DQ566257|Mus_musculus:1:34546988:34547018:Plus	12.3333333333333	7.5	3.33333333333333	9.33333333333333	12.6666666666667	4	15.3333333333333	4.33333333333333	13.0833333333333	4.5
mmu_piR_023699|gb|DQ706264|Mus_musculus:7:72982891:72982920:Plus	12.25	4.5	7	7.33333333333333	9	7.16666666666667	9.83333333333333	4.33333333333333	2.33333333333333	9.83333333333333
mmu_piR_023459|gb|DQ705880|Mus_musculus:8:95079667:95079695:Plus	12	4	7	20	11	8	8	10	18	6
mmu_piR_037320|gb|DQ725966|Mus_musculus:4:100256592:100256610:Minus	12	17	8	19	8	20	10	18	18	39
mmu_piR_014326|gb|DQ692470|Mus_musculus:14:22926866:22926896:Plus	12	7	11	14	12	5	18	4	5	2
mmu_piR_021601|gb|DQ703158|Mus_musculus:7:72982893:72982923:Plus	11.5833333333333	5.5	5.5	10.3333333333333	8.5	14.5	9.33333333333333	3.33333333333333	4.33333333333333	5.33333333333333
mmu_piR_020607|gb|DQ701742|Mus_musculus:6:81865965:81865994:Minus	11.5	3	5	15.5	6	10	9	2	4	5
mmu_piR_025818|gb|DQ709308|Mus_musculus:17:66119484:66119513:Plus	11.5	4	6	4	8.5	5	7	8	6	6
mmu_piR_006805|gb|DQ562007|Mus_musculus:7:69760077:69760107:Minus	11.5	5.5	7	3.5	10	7.5	10	5	9	5.5
mmu_piR_025659|gb|DQ709078|Mus_musculus:7:73688416:73688444:Minus	11.5	5	6	9	4.5	4	11	6	3.5	5.5
mmu_piR_014694|gb|DQ692989|Mus_musculus:8:95080914:95080944:Plus	11.5	5.5	7.5	10.5	9.5	4.5	9	2	6	5
mmu_piR_004235|gb|DQ552230|Mus_musculus:6:81866116:81866145:Minus	11	6	4	6	10	8	16	1	9	4
mmu_piR_008455|gb|DQ567507|Mus_musculus:5:113581157:113581188:Plus	11	3	4.5	5.33333333333333	12	8.5	17	1	14.3333333333333	9
mmu_piR_015252|gb|DQ693815|Mus_musculus:10:75299663:75299692:Plus	11	10	11	8	8	2	17	13	22	19
mmu_piR_014621|gb|DQ692884|Mus_musculus:7:73008758:73008787:Plus	11	4	5	7	10	8	7	4	9	8
mmu_piR_011551|gb|DQ688224|Mus_musculus:4:134902012:134902041:Plus	11	14	14	20.5	9.5	11.5	18	15	18.1666666666667	13.5
mmu_piR_010484|gb|DQ686586|Mus_musculus:5:113581394:113581422:Plus	11	7	8	15	8	15	18	5	12.5	7
mmu_piR_001278|gb|DQ542907|Mus_musculus:5:115750497:115750526:Plus	11	11	7	21	15	13	11	21	20	23
mmu_piR_013083|gb|DQ690594|Mus_musculus:15:74474933:74474962:Plus	11	1	4	3.5	5	1	3	0.5	1.5	0
mmu_piR_005789|gb|DQ557348|Mus_musculus:17:48577912:48577941:Minus	10.8333333333333	7.5	10.8333333333333	12.3333333333333	5.33333333333333	9	16.8333333333333	5.83333333333333	13.5833333333333	3
mmu_piR_007147|gb|DQ562915|Mus_musculus:17:27066670:27066698:Plus	10.6666666666667	13	8.83333333333333	6.66666666666667	4.5	3.66666666666667	0.666666666666667	6.66666666666667	20	12.5
mmu_piR_014983|gb|DQ693430|Mus_musculus:7:73684351:73684379:Minus	10.5	3	7.83333333333333	3.83333333333333	4	2	5.5	4.83333333333333	10.3333333333333	4
mmu_piR_008794|gb|DQ568489|Mus_musculus:5:150072486:150072515:Minus	10.3333333333333	6.66666666666667	12	21.3333333333333	9.66666666666667	10.5	22.1666666666667	2.33333333333333	5	9.66666666666667
mmu_piR_029260|gb|DQ714298|Mus_musculus:9:67528964:67528995:Minus	10	3	8	11	10	9	12	10	9	12
mmu_piR_010528|gb|DQ686662|Mus_musculus:18:67180093:67180124:Minus	10	7	11	6.5	8.5	3	12	8	11	6.33333333333333
mmu_piR_005522|gb|DQ556610|Mus_musculus:5:135444946:135444977:Plus	10	6	14	13	10	6	5	5	7	8
mmu_piR_030002|gb|DQ715342|Mus_musculus:9:54032207:54032238:Minus	10	11	6	14	9	6	4	9	27	15
mmu_piR_000709|gb|DQ541257|Mus_musculus:9:67541013:67541041:Plus	10	8	8	6	6	5	7	7	13	5
mmu_piR_000308|gb|DQ540281|Mus_musculus:2:127391174:127391203:Plus	10	7	5	5	8	8	17	10	13	8
mmu_piR_001891|gb|DQ544656|Mus_musculus:10:75300828:75300856:Plus	10	3	6	12	4	8	8	11	14	10
mmu_piR_015824|gb|DQ694668|Mus_musculus:18:67183628:67183658:Minus	9.83333333333333	2.5	6.16666666666667	8.33333333333333	7.16666666666667	7.33333333333333	11.6666666666667	10.8333333333333	7.33333333333333	10.3333333333333
mmu_piR_021290|gb|DQ702705|Mus_musculus:5:150092132:150092162:Minus	9.83333333333333	5.58333333333333	11	13.5833333333333	8.33333333333333	6.33333333333333	11.25	4	10.1666666666667	3.66666666666667
mmu_piR_009858|gb|DQ685604|Mus_musculus:5:113582241:113582270:Plus	9.5	5.83333333333333	1.95	2.2	4.83333333333333	10.1	4.2	5.2	9.98333333333333	4.25
mmu_piR_021767|gb|DQ703395|Mus_musculus:10:100009337:100009365:Minus	9.33333333333333	5.66666666666667	7.33333333333333	6.33333333333333	4.66666666666667	7	7	7	9	8.33333333333333
mmu_piR_010126|gb|DQ686021|Mus_musculus:6:127764820:127764849:Plus	9.25	11.3333333333333	13.75	10.8333333333333	9	13.6666666666667	14.75	7.91666666666667	9.66666666666667	6.33333333333333
mmu_piR_021006|gb|DQ702306|Mus_musculus:15:59085491:59085518:Minus	9	2.5	4	0	0.5	0.5	1	1	1	3.5
mmu_piR_010111|gb|DQ686004|Mus_musculus:17:27072652:27072680:Plus	9	5	16	13.5	13.5	6	13.5	6	21.8333333333333	5
mmu_piR_025800|gb|DQ709283|Mus_musculus:15:74469153:74469184:Plus	9	5	9.16666666666667	8	10.8333333333333	9.66666666666667	8.5	2.83333333333333	4.66666666666667	0.833333333333333
mmu_piR_037835|gb|DQ726691|Mus_musculus:7:73668908:73668934:Minus	9	4	7	7.5	11	5	8	5	4	6
mmu_piR_031238|gb|DQ717083|Mus_musculus:2:150843008:150843039:Plus	9	11.5	14.5	14	7.5	6.5	18.5	6	9	5.5
mmu_piR_011234|gb|DQ687738|Mus_musculus:10:75300028:75300056:Plus	9	6	5	6	9	7	8	6	8	2
mmu_piR_014213|gb|DQ692297|Mus_musculus:6:127763832:127763860:Plus	9	1	5	8	6	4	9	3.5	5.5	1
mmu_piR_014566|gb|DQ692816|Mus_musculus:4:123338350:123338379:Minus	9	10	15	10	15	15	26	17	21	10
mmu_piR_037613|gb|DQ726384|Mus_musculus:12:98848284:98848313:Plus	9	6.5	7	5.5	4	4.5	9	5	10.5	5
mmu_piR_016035|gb|DQ694984|Mus_musculus:5:150077746:150077777:Minus	9	7	3	5	7.5	5	6.5	4.5	9	3.5
mmu_piR_009411|gb|DQ684860|Mus_musculus:17:27034210:27034240:Minus	9	6	2	10	10	5	4	4.5	4	7
mmu_piR_005077|gb|DQ555018|Mus_musculus:13:100092680:100092711:Minus	9	12	7	17	10	21	5	27	15	10
mmu_piR_034930|gb|DQ722498|Mus_musculus:15:59099647:59099677:Minus	9	6	4	4	1	2	3	0	5	7
mmu_piR_032088|gb|DQ718279|Mus_musculus:7:69793370:69793397:Plus	9	2	7	5.5	4.5	2	5.5	6	2.5	4
mmu_piR_025891|gb|DQ709411|Mus_musculus:12:98816148:98816177:Minus	9	1	2	7	4	4	5	5	7	4
mmu_piR_039135|gb|piRNA_2722|Mus_musculus:6:81861398:81861424:Minus	9	4	6	8	3	5	2	2	6	3
mmu_piR_027773|gb|DQ712148|Mus_musculus:17:27074679:27074708:Plus	9	3	5	7	8	6	10	5	5	4
mmu_piR_009496|gb|DQ685015|Mus_musculus:7:69784683:69784711:Plus	8.83333333333333	4	7.5	2.5	5.83333333333333	4.5	6.5	5	10	5.5
mmu_piR_012621|gb|DQ689880|Mus_musculus:15:74471451:74471479:Plus	8.5	5	7	8	10	15	17.5	6	5	3
mmu_piR_010963|gb|DQ687324|Mus_musculus:4:57455374:57455403:Minus	8.5	2	4.5	2.5	1	7	6.5	4	4	8
mmu_piR_024106|gb|DQ706850|Mus_musculus:17:27047568:27047597:Minus	8.5	1.5	3	4.5	6.5	4.5	2	1.5	5.5	4.5
mmu_piR_028064|gb|DQ712564|Mus_musculus:8:28761430:28761461:Minus	8.5	1	4.33333333333333	11	4	5.5	4.5	1.83333333333333	0.75	2.5
mmu_piR_009516|gb|DQ685053|Mus_musculus:5:115112564:115112593:Minus	8.5	1.83333333333333	1.95	8.2	2.83333333333333	7.1	7.2	1.2	9.98333333333333	5.25
mmu_piR_038366|gb|piRNA_1082|Mus_musculus:17:27086094:27086119:Plus	8	5	5	3	3	3	4	4	3	4
mmu_piR_025403|gb|DQ708710|Mus_musculus:4:134902010:134902038:Plus	8	8	10	13	7.5	9.5	12	9	13.1666666666667	11
mmu_piR_009943|gb|DQ685730|Mus_musculus:6:127754557:127754587:Minus	8	13	3	10	7	7	13	11	15	8
mmu_piR_004151|gb|DQ551877|Mus_musculus:15:59100671:59100702:Minus	8	3	5	5	4.5	2.33333333333333	8.5	3	5.5	3
mmu_piR_014579|gb|DQ692832|Mus_musculus:9:67504088:67504117:Minus	8	4	1	5	6	2	9	2	12	4
mmu_piR_033192|gb|DQ719961|Mus_musculus:2:151017178:151017209:Plus	8	9.5	15.5	14	6.5	6.5	18.5	6	10	5.5
mmu_piR_024863|gb|DQ707926|Mus_musculus:4:93808644:93808673:Minus	8	1	1	3	5	3	10	2	5	3
mmu_piR_023080|gb|DQ705329|Mus_musculus:12:98795592:98795622:Minus	8	8	3	7	8	9	10	10	5	7
mmu_piR_029066|gb|DQ714012|Mus_musculus:4:93820388:93820417:Minus	8	1.5	3	5	5	2	1.5	4	5	0.5
mmu_piR_030512|gb|DQ716065|Mus_musculus:9:67537019:67537048:Plus	8	3	10	11	10	10	3	3	7	8
mmu_piR_017582|gb|DQ697263|Mus_musculus:18:67182162:67182192:Minus	8	5	3	5	3	4	4	4	5	6
mmu_piR_013309|gb|DQ690926|Mus_musculus:9:43900027:43900055:Minus	8	1	5	7	4	6	1	3	12	5
mmu_piR_020570|gb|DQ701686|Mus_musculus:8:95081611:95081641:Plus	8	1	4	3	4	4	8	2	3	1
mmu_piR_018220|gb|DQ698215|Mus_musculus:17:27062436:27062464:Plus	8	2	3.5	1.5	2.5	3	4.5	2.5	2.5	2
mmu_piR_000644|gb|DQ541118|Mus_musculus:6:69446010:69446038:Plus	8	1.66666666666667	9.33333333333333	6.16666666666667	8.33333333333333	10	3.33333333333333	18.1666666666667	15	6.33333333333333
mmu_piR_033780|gb|DQ720836|Mus_musculus:5:135446842:135446871:Plus	8	16	13	10	12	5	8	6	15	7
mmu_piR_032267|gb|DQ718552|Mus_musculus:15:74471496:74471525:Plus	8	4.5	4.5	7	7	3	8	2	3	2
mmu_piR_034927|gb|DQ722495|Mus_musculus:10:100009329:100009359:Minus	7.83333333333333	4.66666666666667	6.83333333333333	6.33333333333333	5.16666666666667	4.5	8	6.5	6.5	10.3333333333333
mmu_piR_012508|gb|DQ689694|Mus_musculus:18:67185517:67185545:Minus	7.5	3	0.5	0.5	6.5	0	5.5	2	1	4.5
mmu_piR_019980|gb|DQ700825|Mus_musculus:17:66117413:66117442:Plus	7.5	1.83333333333333	7	3.33333333333333	3	2	8.5	2	3	5.5
mmu_piR_008447|gb|DQ567482|Mus_musculus:17:66117410:66117439:Plus	7.5	1.83333333333333	6	3.33333333333333	3	2	8	2	3	3.5
mmu_piR_033809|gb|DQ720884|Mus_musculus:12:98795490:98795518:Minus	7.5	2	5	4	5	6.5	7.5	10	3.5	11
mmu_piR_007115|gb|DQ562848|Mus_musculus:17:27069454:27069482:Plus	7.5	3.5	2.5	4.5	6.5	4	6	4	8	3.5
mmu_piR_015511|gb|DQ694210|Mus_musculus:10:75300435:75300466:Plus	7.33333333333333	11.8333333333333	7.16666666666667	10.1666666666667	8.16666666666667	5.66666666666667	10.1666666666667	8.33333333333333	5.66666666666667	7.5
mmu_piR_033258|gb|DQ720061|Mus_musculus:6:127796941:127796969:Plus	7	2	2	4	4	2	7	3	5	2
mmu_piR_026764|gb|DQ710692|Mus_musculus:14:23199432:23199460:Minus	7	11	12	5	6	3	4	11	16	5
mmu_piR_025143|gb|DQ708332|Mus_musculus:17:27042168:27042197:Minus	7	3	3	3	1	1	3	2	2	1
mmu_piR_015656|gb|DQ694417|Mus_musculus:5:150073006:150073035:Minus	7	3	1	5	4	3	11	3.33333333333333	3	4
mmu_piR_025743|gb|DQ709201|Mus_musculus:5:113593533:113593561:Plus	7	2	2	3	6	2	2	0	1	2
mmu_piR_016154|gb|DQ695161|Mus_musculus:2:92362524:92362553:Plus	7	6	6	13	4	5	9	4	10	8
mmu_piR_026778|gb|DQ710713|Mus_musculus:2:92387643:92387672:Plus	7	3	5	3	6	6	9	1	7	4
mmu_piR_037941|gb|DQ726854|Mus_musculus:6:81866333:81866362:Minus	7	2.5	1	2.5	5	7.5	4.5	1	5.5	5.5
mmu_piR_014786|gb|DQ693150|Mus_musculus:6:85079445:85079476:Minus	7	5	1	5	4	3	5	3	3	4
mmu_piR_030407|gb|DQ715922|Mus_musculus:8:95078714:95078742:Plus	7	6.5	10.5	9	6.5	9.5	16.8333333333333	7	4	6.5
mmu_piR_017005|gb|DQ696409|Mus_musculus:5:113565340:113565365:Minus	7	4.5	5	2	3	3	0	4	8	1
mmu_piR_000768|gb|DQ541401|Mus_musculus:12:98848285:98848312:Plus	7	3.5	6	5.5	4	3.5	7	5	6.5	5
mmu_piR_009641|gb|DQ685236|Mus_musculus:6:127798312:127798343:Plus	7	10	8	12	7	3.5	11	7	8	8
mmu_piR_012054|gb|DQ688999|Mus_musculus:17:66098786:66098815:Minus	7	3	4	7	2	2	4	10	8.5	8.5
mmu_piR_020857|gb|DQ702104|Mus_musculus:18:67185475:67185503:Minus	7	6.5	3	9	6	5	14	5	2	5
mmu_piR_025406|gb|DQ708713|Mus_musculus:2:92387611:92387641:Plus	7	9	10	7	10	12	9	5	9	7
mmu_piR_018553|gb|DQ698724|Mus_musculus:4:61710443:61710472:Minus	7	1	4	5	1	3	3	3	7	3
mmu_piR_037367|gb|DQ726038|Mus_musculus:18:67189571:67189597:Minus	7	1.5	9	3	3.5	4.5	5.5	5	9.5	2.5
mmu_piR_024946|gb|DQ708052|Mus_musculus:8:95078713:95078743:Plus	7	7.5	11.5	11	7.5	11.5	18.8333333333333	7	5	9.5
mmu_piR_022702|gb|DQ704802|Mus_musculus:14:43696736:43696767:Minus	7	3	1.5	1.5	2	1	1.5	1	2.5	0.5
mmu_piR_039194|gb|piRNA_2827|Mus_musculus:6:127779827:127779853:Plus	7	2	3	7	1	1	4	9	0	2
mmu_piR_016078|gb|DQ695051|Mus_musculus:9:54036151:54036181:Minus	7	0	3	0	4	6	3	1	1	2
mmu_piR_032557|gb|DQ718978|Mus_musculus:13:50381748:50381777:Plus	7	1	2	2	2	0	4	0	4	1
mmu_piR_035127|gb|DQ722794|Mus_musculus:7:73666755:73666786:Minus	7	2	2	3	3	1	4	1	2	6
mmu_piR_017924|gb|DQ697762|Mus_musculus:6:127765859:127765888:Plus	7	2	5.5	4.5	3	4	7.5	3	7	5.5
mmu_piR_013389|gb|DQ691057|Mus_musculus:10:66091042:66091071:Minus	7	3.5	7.5	6.83333333333333	3.5	8	7	2.5	9.16666666666667	11
mmu_piR_010376|gb|DQ686415|Mus_musculus:12:98800451:98800481:Minus	7	3	4	4	5	7	8	5	3	7
mmu_piR_017525|gb|DQ697175|Mus_musculus:2:150951306:150951335:Minus	6.66666666666667	1.66666666666667	6.5	4.66666666666667	4.33333333333333	3	7	4	1.33333333333333	5.83333333333333
mmu_piR_019374|gb|DQ699910|Mus_musculus:7:72982897:72982925:Plus	6.58333333333333	3	6.5	15.3333333333333	6.5	6.5	5.33333333333333	4.83333333333333	6.33333333333333	8.33333333333333
mmu_piR_009704|gb|DQ685341|Mus_musculus:7:72982902:72982930:Plus	6.58333333333333	1	3	3	1	0.833333333333333	1.5	1.5	1	1.5
mmu_piR_031878|gb|DQ717983|Mus_musculus:12:98799380:98799408:Minus	6.5	3	1	3	1	3	6	2.5	3.33333333333333	4
mmu_piR_027294|gb|DQ711457|Mus_musculus:9:54023755:54023786:Minus	6.5	7.5	6.5	3	2	0	4.5	2	2	2
mmu_piR_020336|gb|DQ701350|Mus_musculus:7:69760076:69760106:Minus	6.5	4.5	5	2.5	3.5	3.5	8	4	6	3
mmu_piR_006097|gb|DQ558250|Mus_musculus:10:75300490:75300519:Plus	6.5	1	1	1	2	1	2	0	0	0
mmu_piR_017968|gb|DQ697820|Mus_musculus:5:113594801:113594829:Plus	6.5	2	5.25	1.5	4	5.33333333333333	5.83333333333333	3	2.83333333333333	1.25
mmu_piR_030577|gb|DQ716154|Mus_musculus:5:150092188:150092216:Minus	6.5	5	3.5	6.5	7.5	5.5	3.5	3.33333333333333	8	1.5
mmu_piR_038147|gb|DQ727168|Mus_musculus:15:74485321:74485349:Plus	6.5	6	7	8	1	7	8.5	4	7	9
mmu_piR_029849|gb|DQ715113|Mus_musculus:9:67526682:67526711:Minus	6.5	0.5	5	5	5.5	3.5	3.5	4	4.5	4.5
mmu_piR_034537|gb|DQ721924|Mus_musculus:2:150951304:150951333:Minus	6.16666666666667	1.66666666666667	6	4.66666666666667	5.33333333333333	3	6	3	1.33333333333333	5.83333333333333
mmu_piR_037695|gb|DQ726504|Mus_musculus:9:67522063:67522092:Minus	6.16666666666667	0	3.83333333333333	0.666666666666667	0.833333333333333	3.16666666666667	1.33333333333333	0.333333333333333	2.83333333333333	3.5
mmu_piR_039057|gb|piRNA_2572|Mus_musculus:5:113589575:113589600:Plus	6	9	15	10	7	4	7	9	7	11
mmu_piR_024960|gb|DQ708070|Mus_musculus:7:73690704:73690734:Plus	6	0	8	3	3	2	4	4	7	4
mmu_piR_021532|gb|DQ703053|Mus_musculus:7:69805287:69805313:Plus	6	1	1	1	1	1	0	1	1	1
